fullname,params_b,average,details_repo
OpenBuddy/openbuddy-zero-3b-v21.2-32k,4.769,11.713302286048615,open-llm-leaderboard/OpenBuddy__openbuddy-zero-3b-v21.2-32k-details
iFaz/llama31_8B_en_emo_v4,4.777,17.153620627087744,open-llm-leaderboard/iFaz__llama31_8B_en_emo_v4-details
ahmeda335/13_outOf_32_pruned_layers_llama3.1-8b,5.195,4.404258622194578,open-llm-leaderboard/ahmeda335__13_outOf_32_pruned_layers_llama3.1-8b-details
Bllossom/llama-3.2-Korean-Bllossom-AICA-5B,5.199,19.012851991491477,open-llm-leaderboard/Bllossom__llama-3.2-Korean-Bllossom-AICA-5B-details
divyanshukunwar/SASTRI_1_9B,5.211,19.42175962571148,open-llm-leaderboard/divyanshukunwar__SASTRI_1_9B-details
prithivMLmods/Llama-3.1-5B-Instruct,5.413,4.207173577211278,open-llm-leaderboard/prithivMLmods__Llama-3.1-5B-Instruct-details
prithivMLmods/Triangulum-5B,5.413,4.0117920459317,open-llm-leaderboard/prithivMLmods__Triangulum-5B-details
ModelCloud/Llama-3.2-1B-Instruct-gptqmodel-4bit-vortex-v1,5.453,12.430004377968435,open-llm-leaderboard/ModelCloud__Llama-3.2-1B-Instruct-gptqmodel-4bit-vortex-v1-details
SicariusSicariiStuff/Eximius_Persona_5B,5.821,21.833611932328903,open-llm-leaderboard/SicariusSicariiStuff__Eximius_Persona_5B-details
pszemraj/Mistral-v0.3-6B,5.939,10.122379227914847,open-llm-leaderboard/pszemraj__Mistral-v0.3-6B-details
EleutherAI/gpt-j-6b,6.0,6.570411768928537,open-llm-leaderboard/EleutherAI__gpt-j-6b-details
PygmalionAI/pygmalion-6b,6.0,5.430124009362374,open-llm-leaderboard/PygmalionAI__pygmalion-6b-details
databricks/dolly-v1-6b,6.0,6.981231710564127,open-llm-leaderboard/databricks__dolly-v1-6b-details
togethercomputer/GPT-JT-6B-v1,6.0,6.877706827738106,open-llm-leaderboard/togethercomputer__GPT-JT-6B-v1-details
01-ai/Yi-1.5-6B,6.061,16.745698054972127,open-llm-leaderboard/01-ai__Yi-1.5-6B-details
01-ai/Yi-1.5-6B-Chat,6.061,22.784006289829847,open-llm-leaderboard/01-ai__Yi-1.5-6B-Chat-details
01-ai/Yi-6B,6.061,13.611617485376058,open-llm-leaderboard/01-ai__Yi-6B-details
01-ai/Yi-6B-200K,6.061,11.996098298832841,open-llm-leaderboard/01-ai__Yi-6B-200K-details
01-ai/Yi-6B-Chat,6.061,14.11765000523676,open-llm-leaderboard/01-ai__Yi-6B-Chat-details
Invalid-Null/PeiYangMe-0.5,6.061,3.4273672940351996,open-llm-leaderboard/Invalid-Null__PeiYangMe-0.5-details
Invalid-Null/PeiYangMe-0.7,6.061,4.397279528582866,open-llm-leaderboard/Invalid-Null__PeiYangMe-0.7-details
Yash21/TinyYi-7B-Test,6.061,4.495167294967694,open-llm-leaderboard/Yash21__TinyYi-7B-Test-details
Youlln/2PRYMMAL-Yi1.5-6B-SLERP,6.061,18.991811258176195,open-llm-leaderboard/Youlln__2PRYMMAL-Yi1.5-6B-SLERP-details
lalainy/ECE-PRYMMAL-YL-6B-SLERP-V1,6.061,20.037041744632443,open-llm-leaderboard/lalainy__ECE-PRYMMAL-YL-6B-SLERP-V1-details
lalainy/ECE-PRYMMAL-YL-6B-SLERP-V2,6.061,20.01164616460848,open-llm-leaderboard/lalainy__ECE-PRYMMAL-YL-6B-SLERP-V2-details
hon9kon9ize/CantoneseLLMChat-v0.5,6.069,15.959800818271107,open-llm-leaderboard/hon9kon9ize__CantoneseLLMChat-v0.5-details
Daemontatox/NemoR,6.124,18.07399800099431,open-llm-leaderboard/Daemontatox__NemoR-details
bamec66557/VICIOUS_MESH-12B,6.124,22.780363902289253,open-llm-leaderboard/bamec66557__VICIOUS_MESH-12B-details
bamec66557/VICIOUS_MESH-12B-0.1v,6.124,22.449453445188812,open-llm-leaderboard/bamec66557__VICIOUS_MESH-12B-0.1v-details
bamec66557/VICIOUS_MESH-12B-0.X.ver,6.124,22.653126146717884,open-llm-leaderboard/bamec66557__VICIOUS_MESH-12B-0.X.ver-details
bamec66557/VICIOUS_MESH-12B-DELTA,6.124,25.939275726783702,open-llm-leaderboard/bamec66557__VICIOUS_MESH-12B-DELTA-details
bamec66557/VICIOUS_MESH-12B-DIGAMMA,6.124,25.971654466957943,open-llm-leaderboard/bamec66557__VICIOUS_MESH-12B-DIGAMMA-details
bamec66557/VICIOUS_MESH-12B-EPSILON,6.124,25.50473024902234,open-llm-leaderboard/bamec66557__VICIOUS_MESH-12B-EPSILON-details
bamec66557/VICIOUS_MESH-12B-UNION,6.124,26.67624004599591,open-llm-leaderboard/bamec66557__VICIOUS_MESH-12B-UNION-details
bamec66557/VICIOUS_MESH-12B_Razor,6.124,22.640681565889526,open-llm-leaderboard/bamec66557__VICIOUS_MESH-12B_Razor-details
bamec66557/mergekit-model_stock-zdaysvi,6.124,26.24451582006411,open-llm-leaderboard/bamec66557__mergekit-model_stock-zdaysvi-details
bamec66557/mergekit-ties-sinbkow,6.124,26.284691171067987,open-llm-leaderboard/bamec66557__mergekit-ties-sinbkow-details
pszemraj/Llama-3-6.3b-v0.1,6.3,10.384306670382523,open-llm-leaderboard/pszemraj__Llama-3-6.3b-v0.1-details
prithivMLmods/Llama-3.2-6B-AlgoCode,6.339,9.301000017101474,open-llm-leaderboard/prithivMLmods__Llama-3.2-6B-AlgoCode-details
ontocord/merged_0.2_expert_0.8-stack_2x,6.512,4.697285033470183,open-llm-leaderboard/ontocord__merged_0.2_expert_0.8-stack_2x-details
FINGU-AI/Phi-4-RRStock,6.652,26.415394122718638,open-llm-leaderboard/FINGU-AI__Phi-4-RRStock-details
uukuguy/speechless-coder-ds-6.7b,6.7,9.714852002598894,open-llm-leaderboard/uukuguy__speechless-coder-ds-6.7b-details
OpenLLM-France/Lucie-7B,6.707,8.611731815760395,open-llm-leaderboard/OpenLLM-France__Lucie-7B-details
OpenLLM-France/Lucie-7B-Instruct,6.707,8.364897117485063,open-llm-leaderboard/OpenLLM-France__Lucie-7B-Instruct-details
OpenLLM-France/Lucie-7B-Instruct-human-data,6.707,8.574866924872492,open-llm-leaderboard/OpenLLM-France__Lucie-7B-Instruct-human-data-details
OpenLLM-France/Lucie-7B-Instruct-v1.1,6.707,10.999352587987943,open-llm-leaderboard/OpenLLM-France__Lucie-7B-Instruct-v1.1-details
jpacifico/Distilucie-7B-Math-Instruct-DPO-v0.1,6.707,11.128777731316648,open-llm-leaderboard/jpacifico__Distilucie-7B-Math-Instruct-DPO-v0.1-details
jpacifico/Lucie-7B-Instruct-DPO-v1.1,6.707,11.704829753358311,open-llm-leaderboard/jpacifico__Lucie-7B-Instruct-DPO-v1.1-details
jpacifico/Lucie-7B-Instruct-DPO-v1.1.3,6.707,10.946784224112013,open-llm-leaderboard/jpacifico__Lucie-7B-Instruct-DPO-v1.1.3-details
jpacifico/Lucie-7B-Instruct-Merged-Model_Stock-v1.0,6.707,11.63540112320866,open-llm-leaderboard/jpacifico__Lucie-7B-Instruct-Merged-Model_Stock-v1.0-details
jpacifico/Lucie-7B-Instruct-Merged-Model_Stock-v1.1,6.707,10.89983260022945,open-llm-leaderboard/jpacifico__Lucie-7B-Instruct-Merged-Model_Stock-v1.1-details
jpacifico/Lucie-Boosted-7B-Instruct,6.707,8.306616536792435,open-llm-leaderboard/jpacifico__Lucie-Boosted-7B-Instruct-details
LEESM/llama-2-7b-hf-lora-oki100p,6.738,8.782858998727155,open-llm-leaderboard/LEESM__llama-2-7b-hf-lora-oki100p-details
LEESM/llama-2-7b-hf-lora-oki10p,6.738,7.168375740980447,open-llm-leaderboard/LEESM__llama-2-7b-hf-lora-oki10p-details
NYTK/PULI-LlumiX-32K,6.738,6.519109356715034,open-llm-leaderboard/NYTK__PULI-LlumiX-32K-details
NousResearch/Nous-Hermes-llama-2-7b,6.738,9.316715938919105,open-llm-leaderboard/NousResearch__Nous-Hermes-llama-2-7b-details
OliveiraJLT/Sagui-7B-Instruct-v0.1,6.738,8.579407330639999,open-llm-leaderboard/OliveiraJLT__Sagui-7B-Instruct-v0.1-details
gupta-tanish/llama-7b-dpo-baseline,6.738,11.857290104453797,open-llm-leaderboard/gupta-tanish__llama-7b-dpo-baseline-details
huggyllama/llama-7b,6.738,6.4149999259207915,open-llm-leaderboard/huggyllama__llama-7b-details
ibm-granite/granite-7b-base,6.738,7.908701929835419,open-llm-leaderboard/ibm-granite__granite-7b-base-details
ibm-granite/granite-7b-instruct,6.738,12.03495955436329,open-llm-leaderboard/ibm-granite__granite-7b-instruct-details
laislemke/LLaMA-2-vicuna-7b-slerp,6.738,7.694402356108033,open-llm-leaderboard/laislemke__LLaMA-2-vicuna-7b-slerp-details
meta-llama/Llama-2-7b-chat-hf,6.738,9.609483264152255,open-llm-leaderboard/meta-llama__Llama-2-7b-chat-hf-details
meta-llama/Llama-2-7b-hf,6.738,8.806357596540016,open-llm-leaderboard/meta-llama__Llama-2-7b-hf-details
shastraai/Shastra-LLAMA2-Math-Commonsense-SFT,6.738,10.49075907778522,open-llm-leaderboard/shastraai__Shastra-LLAMA2-Math-Commonsense-SFT-details
skymizer/Llama2-7b-sft-chat-custom-template-dpo,6.738,10.140548181946363,open-llm-leaderboard/skymizer__Llama2-7b-sft-chat-custom-template-dpo-details
ai4bharat/Airavata,6.87,5.550973263891643,open-llm-leaderboard/ai4bharat__Airavata-details
sarvamai/OpenHathi-7B-Hi-v0.1-Base,6.87,6.3386943375795655,open-llm-leaderboard/sarvamai__OpenHathi-7B-Hi-v0.1-Base-details
CortexLM/btlm-7b-base-v0.2,6.885,8.920254930681883,open-llm-leaderboard/CortexLM__btlm-7b-base-v0.2-details
allenai/OLMo-7B-hf,6.888,6.864268027495356,open-llm-leaderboard/allenai__OLMo-7B-hf-details
EleutherAI/pythia-6.9b,6.9,5.966546774741993,open-llm-leaderboard/EleutherAI__pythia-6.9b-details
AI-MO/NuminaMath-7B-CoT,6.91,16.118457218023075,open-llm-leaderboard/AI-MO__NuminaMath-7B-CoT-details
AI-MO/NuminaMath-7B-TIR,6.91,14.182289143173433,open-llm-leaderboard/AI-MO__NuminaMath-7B-TIR-details
allenai/OLMoE-1B-7B-0125-Instruct,6.919,17.50987629325843,open-llm-leaderboard/allenai__OLMoE-1B-7B-0125-Instruct-details
allenai/OLMoE-1B-7B-0924,6.919,7.266580603765461,open-llm-leaderboard/allenai__OLMoE-1B-7B-0924-details
allenai/OLMoE-1B-7B-0924-Instruct,6.919,13.698377341715071,open-llm-leaderboard/allenai__OLMoE-1B-7B-0924-Instruct-details
allura-org/MoE-Girl-1BA-7BT,6.919,6.402799107780404,open-llm-leaderboard/allura-org__MoE-Girl-1BA-7BT-details
Dans-DiscountModels/Mistral-7b-v0.3-Test-E0.7,7.0,19.169864255303853,open-llm-leaderboard/Dans-DiscountModels__Mistral-7b-v0.3-Test-E0.7-details
Dans-DiscountModels/mistral-7b-test-merged,7.0,22.073339331094914,open-llm-leaderboard/Dans-DiscountModels__mistral-7b-test-merged-details
Delta-Vector/Henbane-7b-attempt2,7.0,23.813949980028713,open-llm-leaderboard/Delta-Vector__Henbane-7b-attempt2-details
EpistemeAI/Athene-codegemma-2-7b-it-alpaca-v1.3,7.0,17.314021588433324,open-llm-leaderboard/EpistemeAI__Athene-codegemma-2-7b-it-alpaca-v1.3-details
EpistemeAI2/Athene-codegemma-2-7b-it-alpaca-v1.2,7.0,15.718390848250493,open-llm-leaderboard/EpistemeAI2__Athene-codegemma-2-7b-it-alpaca-v1.2-details
FuJhen/mistral_7b_v0.1_structedData_e2e,7.0,10.909311048443838,open-llm-leaderboard/FuJhen__mistral_7b_v0.1_structedData_e2e-details
Intel/neural-chat-7b-v3,7.0,18.069527284193285,open-llm-leaderboard/Intel__neural-chat-7b-v3-details
Intel/neural-chat-7b-v3-2,7.0,21.471411168582193,open-llm-leaderboard/Intel__neural-chat-7b-v3-2-details
Intel/neural-chat-7b-v3-3,7.0,20.557585514141866,open-llm-leaderboard/Intel__neural-chat-7b-v3-3-details
NousResearch/Yarn-Llama-2-7b-128k,7.0,6.814800680431223,open-llm-leaderboard/NousResearch__Yarn-Llama-2-7b-128k-details
NousResearch/Yarn-Llama-2-7b-64k,7.0,7.222883145587748,open-llm-leaderboard/NousResearch__Yarn-Llama-2-7b-64k-details
NousResearch/Yarn-Mistral-7b-128k,7.0,13.268755393260783,open-llm-leaderboard/NousResearch__Yarn-Mistral-7b-128k-details
NousResearch/Yarn-Mistral-7b-64k,7.0,13.540457995525927,open-llm-leaderboard/NousResearch__Yarn-Mistral-7b-64k-details
Open-Orca/Mistral-7B-OpenOrca,7.0,17.72165111279921,open-llm-leaderboard/Open-Orca__Mistral-7B-OpenOrca-details
Qwen/Qwen2.5-Math-7B-Instruct,7.0,21.76814573761254,open-llm-leaderboard/Qwen__Qwen2.5-Math-7B-Instruct-details
allenai/OLMo-7B-Instruct-hf,7.0,10.84897342143646,open-llm-leaderboard/allenai__OLMo-7B-Instruct-hf-details
apple/DCLM-7B,7.0,14.112858289728544,open-llm-leaderboard/apple__DCLM-7B-details
awnr/Mistral-7B-v0.1-signtensors-1-over-4,7.0,8.747197547964134,open-llm-leaderboard/awnr__Mistral-7B-v0.1-signtensors-1-over-4-details
databricks/dolly-v2-7b,7.0,5.647360474812998,open-llm-leaderboard/databricks__dolly-v2-7b-details
deepseek-ai/deepseek-llm-7b-base,7.0,8.227098434870664,open-llm-leaderboard/deepseek-ai__deepseek-llm-7b-base-details
deepseek-ai/deepseek-llm-7b-chat,7.0,14.823156850686358,open-llm-leaderboard/deepseek-ai__deepseek-llm-7b-chat-details
jeffmeloy/Qwen2.5-7B-minperplexity-2,7.0,30.04145905845039,open-llm-leaderboard/jeffmeloy__Qwen2.5-7B-minperplexity-2-details
jeffmeloy/Qwen2.5-7B-nerd-uncensored-v1.3,7.0,24.06198639675365,open-llm-leaderboard/jeffmeloy__Qwen2.5-7B-nerd-uncensored-v1.3-details
lmsys/vicuna-7b-v1.3,7.0,8.525809191714858,open-llm-leaderboard/lmsys__vicuna-7b-v1.3-details
lmsys/vicuna-7b-v1.5,7.0,10.885152314855338,open-llm-leaderboard/lmsys__vicuna-7b-v1.5-details
microsoft/Orca-2-7b,7.0,14.404830081400474,open-llm-leaderboard/microsoft__Orca-2-7b-details
mosaicml/mpt-7b,7.0,6.032029339143736,open-llm-leaderboard/mosaicml__mpt-7b-details
openchat/openchat_3.5,7.0,21.635827111564595,open-llm-leaderboard/openchat__openchat_3.5-details
pankajmathur/orca_mini_7b,7.0,3.405696058391802,open-llm-leaderboard/pankajmathur__orca_mini_7b-details
pankajmathur/orca_mini_v2_7b,7.0,5.502368522121576,open-llm-leaderboard/pankajmathur__orca_mini_v2_7b-details
pankajmathur/orca_mini_v3_7b,7.0,13.644021205601403,open-llm-leaderboard/pankajmathur__orca_mini_v3_7b-details
sabersaleh/Llama2-7B-CPO,7.0,7.303190047047342,open-llm-leaderboard/sabersaleh__Llama2-7B-CPO-details
sabersaleh/Llama2-7B-DPO,7.0,7.558004575587002,open-llm-leaderboard/sabersaleh__Llama2-7B-DPO-details
sabersaleh/Llama2-7B-IPO,7.0,7.804715247914783,open-llm-leaderboard/sabersaleh__Llama2-7B-IPO-details
sabersaleh/Llama2-7B-KTO,7.0,7.882716013659315,open-llm-leaderboard/sabersaleh__Llama2-7B-KTO-details
sabersaleh/Llama2-7B-SPO,7.0,7.352632078107196,open-llm-leaderboard/sabersaleh__Llama2-7B-SPO-details
sabersaleh/Llama2-7B-SimPO,7.0,7.610783251808889,open-llm-leaderboard/sabersaleh__Llama2-7B-SimPO-details
sci-m-wang/deepseek-llm-7b-chat-sa-v0.1,7.0,13.208049800984782,open-llm-leaderboard/sci-m-wang__deepseek-llm-7b-chat-sa-v0.1-details
teknium/CollectiveCognition-v1.1-Mistral-7B,7.0,14.256397052482129,open-llm-leaderboard/teknium__CollectiveCognition-v1.1-Mistral-7B-details
teknium/OpenHermes-2-Mistral-7B,7.0,21.44047612236278,open-llm-leaderboard/teknium__OpenHermes-2-Mistral-7B-details
teknium/OpenHermes-7B,7.0,9.569248719177576,open-llm-leaderboard/teknium__OpenHermes-7B-details
tiiuae/falcon-7b,7.0,5.1734447203194796,open-llm-leaderboard/tiiuae__falcon-7b-details
tiiuae/falcon-7b-instruct,7.0,5.1165739086852,open-llm-leaderboard/tiiuae__falcon-7b-instruct-details
tiiuae/falcon-mamba-7b,7.0,15.179238027611218,open-llm-leaderboard/tiiuae__falcon-mamba-7b-details
togethercomputer/LLaMA-2-7B-32K,7.0,6.8377158675946506,open-llm-leaderboard/togethercomputer__LLaMA-2-7B-32K-details
togethercomputer/Llama-2-7B-32K-Instruct,7.0,8.25854218578891,open-llm-leaderboard/togethercomputer__Llama-2-7B-32K-Instruct-details
togethercomputer/RedPajama-INCITE-7B-Base,7.0,5.56181429403527,open-llm-leaderboard/togethercomputer__RedPajama-INCITE-7B-Base-details
togethercomputer/RedPajama-INCITE-7B-Chat,7.0,4.050900591245242,open-llm-leaderboard/togethercomputer__RedPajama-INCITE-7B-Chat-details
togethercomputer/RedPajama-INCITE-7B-Instruct,7.0,6.456725492718323,open-llm-leaderboard/togethercomputer__RedPajama-INCITE-7B-Instruct-details
uukuguy/speechless-code-mistral-7b-v1.0,7.0,18.19259169032542,open-llm-leaderboard/uukuguy__speechless-code-mistral-7b-v1.0-details
