model,params_b,status,error,benchmark_rows
ngxson/MiniThinky-v2-1B-Llama-3.2,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
nidum/Nidum-Limitless-Gemma-2B,2.506,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
noname0202/gemma-2-2b-it-ties,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
noname0202/llama-math-1b-r16-0to512tokens-test,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
noname0202/llama-math-1b-r32-0to512tokens-test,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
noname0202/llama-math-1b-r32-test,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
noname0202/llama-math-1b-r8-512tokens-test,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
nvidia/AceInstruct-1.5B,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
nvidia/AceMath-1.5B-Instruct,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
nvidia/Hymba-1.5B-Base,1.523,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
nvidia/Hymba-1.5B-Instruct,1.523,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
nvidia/Llama-3.1-Minitron-4B-Depth-Base,4.02,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
nvidia/Minitron-4B-Base,4.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
nvidia/Nemotron-Mini-4B-Instruct,4.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/Llama_3.2_1b-autoredteam_helpfulness-train,1.498,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/RedPajama-3B-v1-AutoRedteam,2.776,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/RedPajama-3B-v1-AutoRedteam-Harmless-only,2.776,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/RedPajama3b_v1-autoredteam_helpfulness-train,2.776,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/merged_0.2_expert_0.8,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/merged_0.2_expert_0.8-stack_2x,6.512,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/merged_0.5_expert_0.5,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/ontocord_wide_3b-stage1_shuf_sample1_jsonl-pretrained-autoredteam_helpful-0.25_helpful,3.759,exception,"Repo id must use alphanumeric chars, '-', '_' or '.'. The name cannot start or end with '-' or '.' and the maximum length is 96: 'open-llm-leaderboard/ontocord__ontocord_wide_3b-stage1_shuf_sample1_jsonl-pretrained-autoredteam_helpful-0.25_helpful-details'.",{}
ontocord/starcoder2_3b-AutoRedteam,3.181,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b-merge_test,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b-stage1_shuf_sample1_jsonl-pretrained,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stag1.2-lyrical_law_news_software_howto_formattedtext_math_wiki-merge,3.759,exception,"Repo id must use alphanumeric chars, '-', '_' or '.'. The name cannot start or end with '-' or '.' and the maximum length is 96: 'open-llm-leaderboard/ontocord__wide_3b_sft_stag1.2-lyrical_law_news_software_howto_formattedtext_math_wiki-merge-details'.",{}
ontocord/wide_3b_sft_stag1.2-lyrical_news_software_howto_formattedtext-merge,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stage1.1-ss1-no_redteam_skg_poem.no_issue,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr.no_issue,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math.no_issue,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories.no_issue,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories_no_orig_instr.no_issue,3.759,exception,"Repo id must use alphanumeric chars, '-', '_' or '.'. The name cannot start or end with '-' or '.' and the maximum length is 96: 'open-llm-leaderboard/ontocord__wide_3b_sft_stage1.1-ss1-with_generics_intr_math_stories_no_orig_instr.no_issue-details'.",{}
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_intr_stories.no_issue,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stage1.1-ss1-with_generics_math.no_issue,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stage1.1-ss1-with_math.no_issue,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stage1.1-ss1-with_r1_generics_intr_math_stories.no_issue,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stage1.2-ss1-expert_fictional_lyrical,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stage1.2-ss1-expert_formatted_text,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stage1.2-ss1-expert_how-to,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stage1.2-ss1-expert_math,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stage1.2-ss1-expert_news,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ontocord/wide_3b_sft_stage1.2-ss1-expert_software,3.759,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
oopere/Llama-FinSent-S,0.914,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
oopere/pruned10-llama-3.2-3B,3.001,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
oopere/pruned20-llama-1b,1.075,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
oopere/pruned20-llama-3.2-3b,2.79,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
oopere/pruned40-llama-1b,0.914,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
oopere/pruned40-llama-3.2-1B,0.914,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
oopere/pruned40-llama-3.2-3b,2.367,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
oopere/pruned60-llama-1b,0.753,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
oopere/pruned60-llama-3.2-3b,1.944,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
open-atlas/Atlas-Flash-1.5B-Preview,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
open-neo/Kyro-n1-3B,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
openai-community/gpt2-large,0.812,no_samples,No samples_*.jsonl files found,{}
openai-community/gpt2-medium,0.38,no_samples,No samples_*.jsonl files found,{}
openai-community/gpt2-xl,1.608,no_samples,No samples_*.jsonl files found,{}
openbmb/MiniCPM-S-1B-sft-llama-format,1.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
openchat/openchat_3.5,7.0,no_samples,No samples_*.jsonl files found,{}
ozone-research/Chirp-01,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pankajmathur/orca_mini_3b,3.426,no_samples,No samples_*.jsonl files found,{}
pankajmathur/orca_mini_7b,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pankajmathur/orca_mini_v2_7b,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pankajmathur/orca_mini_v3_7b,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pankajmathur/orca_mini_v9_0_3B-Instruct,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pankajmathur/orca_mini_v9_1_1B-Instruct,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pankajmathur/orca_mini_v9_5_1B-Instruct,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pankajmathur/orca_mini_v9_5_1B-Instruct_preview,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pankajmathur/orca_mini_v9_5_3B-Instruct,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pankajmathur/orca_mini_v9_6_1B-Instruct,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pankajmathur/orca_mini_v9_6_3B-Instruct,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pankajmathur/orca_mini_v9_7_1B-Instruct,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pankajmathur/orca_mini_v9_7_3B-Instruct,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pints-ai/1.5-Pints-16K-v0.1,1.566,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pints-ai/1.5-Pints-2K-v0.1,1.566,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
piotr25691/thea-3b-25r,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
piotr25691/thea-c-3b-25r,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
piotr25691/thea-rp-3b-25r,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
postbot/gpt2-medium-emailgen,0.38,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
princeton-nlp/Sheared-LLaMA-1.3B,1.3,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
princeton-nlp/Sheared-LLaMA-2.7B,2.7,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/Bellatrix-1.5B-xElite,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/Bellatrix-Tiny-1.5B-R1,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/Bellatrix-Tiny-1B-v2,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/Codepy-Deepthink-3B,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/FastThink-0.5B-Tiny,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/GWQ2b,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/Llama-3.1-5B-Instruct,5.413,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/Llama-3.2-3B-Math-Oct,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/Llama-3.2-6B-AlgoCode,6.339,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/Llama-Deepsync-1B,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/Llama-Deepsync-3B,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/Llama-Express.1-Math,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/Omni-Reasoner3-Merged,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/QwQ-LCoT-3B-Instruct,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/QwQ-R1-Distill-1.5B-CoT,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/Qwen2.5-1.5B-DeepSeek-R1-Instruct,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/SmolLM2-CoT-360M,0.362,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
prithivMLmods/Triangulum-5B,5.413,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pszemraj/Llama-3-6.3b-v0.1,6.3,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
pszemraj/Mistral-v0.3-6B,5.939,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
qingy2019/LLaMa_3.2_3B_Catalysts,3.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
qingy2024/Benchmaxx-Llama-3.2-1B-Instruct,1.236,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
qingy2024/Qwarkstar-4B,4.473,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
qingy2024/Qwarkstar-4B-Instruct-Preview,4.473,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
qingy2024/Qwen2.5-4B,4.168,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
qingy2024/Qwen2.5-Coder-Draft-1.5B-Instruct,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
qq8933/OpenLongCoT-Base-Gemma2-2B,3.204,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
rasyosef/Phi-1_5-Instruct-v0.1,1.415,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
rasyosef/phi-2-instruct-apo,2.775,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
rasyosef/phi-2-instruct-v0.1,2.775,missing_details,No details dataset: open-llm-leaderboard/rasyosef__phi-2-instruct-v0.1-details,{}
realtreetune/rho-1b-sft-MATH,1.1,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
rhysjones/phi-2-orange-v2,2.78,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
rombodawg/Rombos-LLM-V2.5-Qwen-0.5b,0.63,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
rombodawg/Rombos-LLM-V2.5-Qwen-1.5b,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
rombodawg/Rombos-LLM-V2.5-Qwen-3b,3.397,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
rombodawg/Rombos-LLM-V2.5.1-Qwen-3b,3.397,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
ruizhe1217/sft-s1-qwen-0.5b,0.494,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sabersaleh/Llama2-7B-CPO,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sabersaleh/Llama2-7B-DPO,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sabersaleh/Llama2-7B-IPO,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sabersaleh/Llama2-7B-KTO,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sabersaleh/Llama2-7B-SPO,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sabersaleh/Llama2-7B-SimPO,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
saishshinde15/TethysAI_Base_Reasoning,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
saishshinde15/TethysAI_Vortex,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
saishshinde15/TethysAI_Vortex_Reasoning,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sakhan10/quantized_open_llama_3b_v2,3.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sarvamai/OpenHathi-7B-Hi-v0.1-Base,6.87,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sci-m-wang/deepseek-llm-7b-chat-sa-v0.1,7.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
securin/Securin-LLM-V2.5-Qwen-1.5B,1.543,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
shastraai/Shastra-LLAMA2-Math-Commonsense-SFT,6.738,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
silma-ai/SILMA-Kashif-2B-Instruct-v1.0,2.614,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
skymizer/Llama2-7b-sft-chat-custom-template-dpo,6.738,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
someon98/qwen-CoMa-0.5b,0.63,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
stabilityai/stablelm-2-1_6b,1.645,no_samples,No samples_*.jsonl files found,{}
stabilityai/stablelm-2-1_6b-chat,1.645,no_samples,No samples_*.jsonl files found,{}
stabilityai/stablelm-2-zephyr-1_6b,1.645,no_samples,No samples_*.jsonl files found,{}
stabilityai/stablelm-3b-4e1t,2.795,no_samples,No samples_*.jsonl files found,{}
stabilityai/stablelm-zephyr-3b,2.795,no_samples,No samples_*.jsonl files found,{}
suayptalha/DeepSeek-R1-Distill-Llama-3B,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
suayptalha/Komodo-Llama-3.2-3B-v2-fp16,3.0,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sumink/Qmerft,1.777,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sumink/Qwenftmodel,1.544,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sumink/Qwenmplus,1.543,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sumink/Qwensci,1.543,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sumink/bbhqwen,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sumink/bbhqwen2,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sumink/bbhqwen3,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sumink/bbhqwen4,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sumink/bbhqwen5,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sumink/bbhqwen6,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sumink/flflmillama,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sumink/llamaft,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sumink/llftfl7,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
sumink/somerft,1.543,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tangledgroup/tangled-llama-pints-1.5b-v0.1-instruct,1.5,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tangledgroup/tangled-llama-pints-1.5b-v0.2-instruct,1.5,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
teknium/CollectiveCognition-v1.1-Mistral-7B,7.0,no_samples,No samples_*.jsonl files found,{}
teknium/OpenHermes-2-Mistral-7B,7.0,no_samples,No samples_*.jsonl files found,{}
teknium/OpenHermes-7B,7.0,no_samples,No samples_*.jsonl files found,{}
tensopolis/qwen2.5-3b-or1-tensopolis,3.086,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
tensoropera/Fox-1-1.6B,1.665,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
theprint/Llama-3.2-3B-VanRossum,3.696,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
theprint/ReWiz-Llama-3.2-3B,3.213,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
theprint/phi-3-mini-4k-python,4.132,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
thirdeyeai/elevate360m,0.362,ok,,"{""ifeval"": 541, ""bbh"": 5761, ""gpqa"": 1192, ""math"": 1324, ""musr"": 756}"
