model,params_b
adowu/autocodit,
MisterRid/wendigo-14b-alpha1,14.0
BFauber/lora_llama2-13b_10e5_r8_a64,13.0
willnguyen/lacda-2-7B-chat-v0.1,7.0
BlouseJury/Mistral-7B-Discord-0.2,7.0
yleo/EmertonOmniBeagle-7B-dpo,7.0
vanillaOVO/supermario_v4,
Kukedlc/NeoCortex-7B-slerp,7.0
sophosympatheia/Aurora-Nights-70B-v1.0,70.0
llm-agents/tora-13b-v1.0,13.0
Xenon1/Zenith-7B,7.0
ewqr2130/mistral-se-inst-ppo,
rhaymison/Mistral-portuguese-luana-7b-chat,7.0
seyf1elislam/WestKunai-XD-7b,7.0
allknowingroger/JupiterMerge-7B-slerp,7.0
pansophic/m3,
liminerity/Blur-7b-v1.2,7.0
jilp00/Nous-Hermes-2-SOLAR-10.7B-v1.1,10.7
yanolja/EEVE-Korean-Instruct-2.8B-v1.0,2.8
allknowingroger/StarlingMaths-12B-MoE,12.0
rwitz/go-bruins-v2,
Radiantloom/radintloom-mistral-7b-fusion-dpo,7.0
jsfs11/WONMSeverusDevil-TIES-7B,7.0
netcat420/MFANN3bv0.7,
moreh/MoMo-70B-LoRA-V1.4,70.0
MaziyarPanahi/Calme-12B-Instruct-v0.1,12.0
SanjiWatsuki/Kunoichi-DPO-7B,7.0
jeonsworld/CarbonVillain-en-10.7B-v3,10.7
cloudyu/Mixtral_7Bx2_MoE_DPO,
RatanRohith/NeuralMathChat-7B-V0.2,7.0
netcat420/MFANNV0.8,
jondurbin/airoboros-34b-3.3,34.0
allbyai/ToRoLaMa-7b-v1.0,7.0
decruz07/kellemar-DPO-7B-d,7.0
Ppoyaa/Lumina-5.5-Instruct,
freeCS-dot-org/OpenAGI-testing-truthyDPO-1,
AtAndDev/Ogno-Monarch-Neurotic-7B-Dare-Ties,7.0
yam-peleg/Experiment10-7B,7.0
openaccess-ai-collective/DPOpenHermes-7B-v2,7.0
fhai50032/BeagleLake-7B-Toxic,7.0
mncai/mistral-7b-dpo-v6,7.0
g-ronimo/llama3-8b-SlimHermes,8.0
webbigdata/ALMA-7B-Ja-V2,7.0
mvpmaster/Einstein-4d-Marcoro14-nddmpk-KrishnaHercules-7b-slerp,7.0
jan-hq/stealth-rag-v1.1,
liminerity/Omningotex-7b-slerp,7.0
AA051610/A0120,
TheBloke/Platypus2-70B-Instruct-GPTQ,70.0
FelixChao/Severus-7B,7.0
Nekochu/Llama-2-13B-German-ORPO,13.0
maywell/Synatra-7B-v0.3-RP,7.0
sethuiyer/SynthIQ-7b,7.0
Undi95/Meta-Llama-3-8B-hf,8.0
KnutJaegersberg/Deacon-34b-Adapter,34.0
YeungNLP/firefly-qwen1.5-en-14b-dpo-v0.1,14.0
yeontaek/llama-2-70B-ensemble-v3,70.0
icefog72/IceCappuccinoRP-7b,7.0
saucam/Skyro-4X8B,32.0
mahiatlinux/MasherAI-v6-7B,7.0
Azure99/blossom-v3_1-yi-34b,34.0
nlpguy/Hermes-low-tune-3,
Cartinoe5930/MoE-Merging,
fblgit/UNA-34BeagleSimpleMath-32K-v1,
lamhieu/ghost-7b-v0.9.0,7.0
hydra-project/OpenHyperion-2.5-Mistral-7B,7.0
PotatoB/Mistral-offspring-1-3,
DreadPoor/FettuccineLake-DPO-7B-slerp,7.0
MaziyarPanahi/MeliodasPercival_01_Experiment26T3q,
yeontaek/llama-2-70B-ensemble-v8,70.0
revolutionarybukhari/Llama-2-7b-chat-finetune-AUTOMATE,7.0
sethuiyer/CodeCalc-Mistral-7B,7.0
yam-peleg/Experiment30-7B,7.0
aloobun/CosmicNoodle-7B,7.0
qnguyen3/Master-Yi-9B,9.0
rxavier/Taurus-1.0-Mistral-7B,7.0
freecs/ThetaWave-7B-v1,7.0
GreenNode/Merged-DPO-7B,7.0
udkai/Turdus,
Yuma42/KangalKhan-SharpEmerald-7B,7.0
migtissera/Synthia-34B-v1.2,34.0
cognitivecomputations/dolphin-2.6-mistral-7b-dpo-laser,7.0
Weyaxi/SauerkrautLM-UNA-SOLAR-Instruct-test,
vanillaOVO/merge_7B_state_1,7.0
ABX-AI/Infinite-Laymons-9B,9.0
KingNish/Llama3-12b,12.0
cognitivecomputations/Llama-3-8B-Instruct-abliterated-v2,8.0
MaziyarPanahi/Mistral-7B-Instruct-Aya-101,7.0
NeuralNovel/Confinus-2x7B,14.0
allknowingroger/FrankenRoger-10B-passthrough,10.0
0-hero/Matter-0.1-7B-boost-DPO-preview,7.0
abdulrahman-nuzha/belal-finetuned-llama2-1024-v2.2,
decem/Dionysus-Mistral-m3-v6,
binbi/MoMo-70B-V1.2_1,70.0
Locutusque/OpenCerebrum-2.0-7B,7.0
ResplendentAI/Datura_7B,7.0
allknowingroger/ANIMA-biodesign-7B-slerp,7.0
janai-hq/trinity-v1,
SC44/Mistral-7B-private-sia,7.0
DreadPoor/CeramicMaiden-7B-Slerp,7.0
PulsarAI/MetaMath-Chupacabra-7B-v2.01-Slerp,7.0
KnutJaegersberg/MistralInstructLongish,
KatyTheCutie/EstopianMaid-13B,13.0
Korabbit/Llama-2-7b-chat-hf-afr-200step-flan-v2,7.0
allknowingroger/LuxPassthrough-25B-s,25.0
jondurbin/bagel-dpo-34b-v0.2,34.0
flammenai/Mahou-1.2a-mistral-7B,7.0
Locutusque/OpenCerebrum-1.0-7b-DPO,7.0
allenai/tulu-2-dpo-70b,70.0
ZhangShenao/0.0_ablation_sample1_4iters_bs256_iter_4,
abideen/NexoNimbus-MoE-2x7B,14.0
AdaptLLM/law-chat,
martyn/mixtral-megamerge-dare-8x7b-v2,56.0
BarraHome/Mistroll-7B-v0.1-16bit,7.0
Weyaxi/Einstein-v6-7B,7.0
wang7776/Mistral-7B-Instruct-v0.2-attention-sparsity-20,7.0
GreenNode/GreenNodeLM-7B-v1olet,7.0
SyedAbdul/test-7B-slerp,7.0
cloudyu/mistral_28B_instruct_v0.2,28.0
Qwen/Qwen1.5-72B,72.0
Orenguteng/Llama-3-8B-Lexi-Uncensored,8.0
ShenaoZ/0.0001_withdpo_4iters_bs256_511lr_iter_3,
stabilityai/stablelm-2-12b-chat,12.0
TeeZee/Buttocks-7B-v1.0,7.0
KeyonZeng/lion-llama3-8b,8.0
llmixer/BigWeave-v15-103b,103.0
cstr/llama3-8b-spaetzle-v20,8.0
shadowml/BeagSake-7B,7.0
DrNicefellow/Mixtral-6x7B-Instruct-v0.1-bfloat16-Trimmed024567,42.0
RaduGabriel/SirUkrainian2.0DPO,
kuotient/Seagull-Llama-3-8B-orpo-v0.3,8.0
Aryanne/WestSenzu-Swap-7B,7.0
FinancialSupport/saiga-7b,7.0
eldogbbhed/NeuralMonarchCoderPearlBeagle,
viethq188/LeoScorpius-7B,7.0
Changgil/K2S3-Mistral-7b-v1.43,7.0
Unbabel/TowerInstruct-7B-v0.1,7.0
jsfs11/MixtureofMerges-MoE-2x7b-v6,14.0
flemmingmiguel/Mistrality-7B,7.0
Kukedlc/NeuTrixOmniBe-DPO,
yunconglong/7Bx4_DPO_2e,
eswardivi/llamathon_v1,
AmberYifan/test-spin-lora-iter0,
Locutusque/Orca-2-13b-SFT-v4,13.0
KaeriJenti/Kaori-34B-v1,34.0
TIGER-Lab/TIGERScore-13B,13.0
UCLA-AGI/test_final,
vankhoa/test_phi2,
liminerity/Blur-7B-slerp-v0.1,7.0
Locutusque/OpenCerebrum-1.5-Mistral-7B-v0.2-beta,7.0
Muhammad2003/TriMistral-7B-DARETIES,7.0
DreadPoor/Harpy-7B-Model_Stock,7.0
maldv/badger-zeta-l3-4x8b,32.0
Kquant03/Eukaryote-8x7B-bf16,56.0
seyf1elislam/WestKunai-Hermes-10.7b-test,10.7
grimjim/llama-3-merge-virt-req-8B,8.0
sethuiyer/OpenDolphinHermes_Llama2_7B,7.0
mistralai/Mixtral-8x7B-Instruct-v0.1,56.0
Nitral-AI/Poppy_Porpoise-0.96-L3-8B,8.0
CallComply/Starling-LM-11B-alpha,11.0
Locutusque/Hyperion-3.0-Yi-34B,34.0
mistralai/Mistral-7B-Instruct-v0.2,7.0
KoboldAI/LLaMA2-13B-Estopia,13.0
CausalLM/35b-beta,35.0
aerdincdal/CBDDO-LLM-8B-Instruct-v1,8.0
0-hero/Matter-0.2-7B-DPO,7.0
Korabbit/Llama-2-7b-chat-hf-afr-200step-v2,7.0
lodrick-the-lafted/Kudzu-8B,8.0
Replete-AI/Mistral-11b-v0.1,11.0
Cedaros/Test-7B,7.0
netcat420/MFANN3bv0.9,
Columbia-NLP/gemma-2b-zephyr-dpo,2.0
Novocoders/Mistral-NeuralDPO-v0.7,
liminerity/e.star.7b,7.0
NotAiLOL/Boundary-Meta-Llama-3-2x8B-MoE,16.0
DUAL-GPO-2/phi-2-gpo-renew2-b0.001-v2-i1,
Azazelle/Dumb-Maidlet,
macadeliccc/Mistral-7B-v0.2-OpenHermes,7.0
ibndias/NeuralHermes-MoE-2x7B,14.0
LeroyDyer/SpydazWeb_AI_BASE_128k,
Toten5/Marcoroni-neural-chat-7B-v2,7.0
SeaLLMs/SeaLLM-7B-v2.5,7.0
elinas/Llama-3-15B-Instruct-ft-v2,15.0
grimpep/llama2-22b-wizard_vicuna,22.0
Azazelle/L3-RP_io,
vishnukv/WestSeverusJaskier-OpenOrca,
andysalerno/rainbowfish-7B-v10,7.0
hfl/chinese-alpaca-2-13b-16k,13.0
viethq188/LeoScorpius-7B-Chat-DPO,7.0
sethuiyer/Dr_Samantha-7b,7.0
NurtureAI/neural-chat-11b-v3-2,11.0
dball/zephyr-7b-dpo-qlora,7.0
rishiraj/oswald-2x7b,14.0
DAMO-NLP-SG/CLEX-Mixtral-8x7B-Chat-32K,56.0
noodlz/DolphinStar-12.5B,12.5
macadeliccc/SOLAR-math-2x10.7b,21.4
alnrg2arg/test3_sft_16bit,
Kukedlc/Smart-LLaMa-3-8b-Python-v4,8.0
eldogbbhed/NeuralBeagleJaskier,
janhq/supermario-slerp,
alnrg2arg/blockchainlabs_joe_bez_seminar,
flammenai/Mahou-1.0-mistral-7B,7.0
chatty123/mistral_rank8_invert,
allknowingroger/Neuralmultiverse-7B-slerp,7.0
allenai/OLMo-1.7-7B-hf,7.0
TsinghuaC3I/Llama-3-8B-UltraMedical,8.0
FelixChao/Sirius-10B,10.0
LeroyDyer/Mixtral_AI_CyberTron,
alvarobartt/Mistral-7B-v0.1-ORPO,7.0
MaziyarPanahi/YamshadowInex12_Multi_verse_modelExperiment28,
NLUHOPOE/test-case-6,
Mihaiii/Pallas-0.5-LASER-0.1,
fionazhang/fine-tune-mistral-long-merge,
Abhaykoul/vortex2,
mervinpraison/tamil-large-language-model-7b-v1.0,7.0
lloorree/kssht-euripedes-70b,70.0
beowolx/MistralHermes-CodePro-7B-v1,7.0
abdulrahman-nuzha/finetuned-llama2-chat-5000-v1.0-squad,
SanjiWatsuki/Silicon-Maid-7B,7.0
nbeerbower/flammen6-mistral-7B,7.0
CorticalStack/mistral-7b-openhermes-2.5-sft,7.0
Weyaxi/Einstein-openchat-7B,7.0
ChaoticNeutrals/Prima-LelantaclesV5-7b,7.0
eldogbbhed/NeuralMonarchCoderPearlBeagle-T3Q-Mistral-Orca-Math-DPO-7b,7.0
yleo/EmertonMonarch-7B-slerp,7.0
JosephusCheung/Yee-34B-200K-Chat,34.0
AdaptLLM/finance-chat,
kevin009/llamaRAGdrama,
macadeliccc/OmniCorso-7B,7.0
elinas/Llama-3-15B-Instruct-zeroed-ft,15.0
MaziyarPanahi/Mistral-7B-v0.3,7.0
0-hero/Matter-0.1-Slim-7B-C,7.0
elinas/chronos-mistral-7b,7.0
Steelskull/Lumosia-v2-MoE-4x10.7,
Undi95/Llama-3-LewdPlay-8B-evo,8.0
xriminact/TarsChattyBasev0.2,
kimou605/shadow-clown-BioMistral-7B-SLERP,7.0
Changgil/k2s3_test_24001,
Test157t/Kunocchini-7b,7.0
vicgalle/test-merge-2,
abhishek/autotrain-llama3-70b-orpo-v1,70.0
NousResearch/Hermes-2-Pro-Mistral-7B,7.0
Undi95/Llama-3-LewdPlay-8B,8.0
nbeerbower/llama-3-stella-truthy-dpo-8B,8.0
shadowml/Daredevil-7B,7.0
MaziyarPanahi/TheTop-5x7B-Instruct-T-v0.1,35.0
gagan3012/MetaModel,
Changgil/K2S3-Mistral-7b-v1.3,7.0
BarryFutureman/NeuralTurdusVariant1-7B,7.0
YouKnwMe/Direct-sm-private-e1,
OpenBuddy/openbuddy-falcon-40b-v16.1-4k,40.0
jondurbin/bagel-dpo-34b-v0.5,34.0
allknowingroger/NexusMistral2-7B-slerp,7.0
Azure99/blossom-v4-mistral-7b,7.0
nbeerbower/llama-3-stella-8B,8.0
hamxea/Mistral-7B-v0.1-activity-fine-tuned-v2,7.0
chihoonlee10/T3Q-ko-solar-dpo-v6.0,
chansung/llamaduo_synth_ds_v0.1,
Steelskull/Umbra-v3-MoE-4x11b-2ex,44.0
sethuiyer/MedleyMD,
ArianAskari/SOLID_SFT-WoDPO-WoMixQ,
Ritvik19/zephyr-phi-1_5-sft-qlora,
csujeong/Gemma-7B-Finetuning-JCS-Ko-Ins,7.0
Locutusque/Hercules-1.0-Mistral-7B,7.0
Cesco2004/TW3CESCO.V2,
aboros98/merlin1.4,
nbeerbower/bophades-v2-mistral-7B,7.0
Cartinoe5930/TIES-Merging,
Wanfq/FuseLLM-7B,7.0
xDAN-AI/xDAN-L1Mix-DeepThinking-v2,
chargoddard/mistral-11b-slimorca,11.0
yeontaek/llama-2-13B-ensemble-v4,13.0
DopeorNope/SOLARC-MOE-10.7Bx6,
pankajmathur/model_007,
fhai50032/RolePlayLake-7B,7.0
BarraHome/Lucie-7B-v0.2-16bit,7.0
chanwit/flux-7b-v0.2,7.0
4season/alignment-model-test9,
YeungNLP/firefly-qwen1.5-en-7b-dpo-v0.1-unsloth,7.0
shanchen/llama3-8B-slerp-med-chinese2,8.0
cloudyu/Mixtral_7Bx2_MoE,
kwchoi/DPO_mistral_7b_ultra_0124_v1,7.0
l3utterfly/mistral-7b-v0.1-layla-v1,7.0
giraffe176/Open_Hermes_Maid_Sam_Mistral_dtv0.1,
perlthoughts/openchat-3.5-1210-32k-8x7b-MoE,56.0
llmixer/BigWeave-v12-90b,90.0
SCE/Mistral-7B-summ-ia3-pruned20,7.0
prince-canuma/Damysus-2.7B-Chat,2.7
hywu/Camelidae-8x7B,56.0
ConvexAI/BurningBruce-005,
automerger/YamShadow-7B,7.0
migtissera/Tess-10.7B-v1.5,10.7
sambanovasystems/SambaLingo-Thai-Chat,
sarvamai/OpenHathi-7B-Hi-v0.1-Base,7.0
AA051611/A0119,
Inv/Konstanta-Gamma-V2-9B,9.0
xxyyy123/Mistral-dpo-v1,
MaziyarPanahi/Calme-7B-Instruct-v0.5,7.0
hongzoh/Yi-6B_Open-Orca,6.0
ichigoberry/pandafish-2-7b-32k,7.0
yam-peleg/Experiment27-7B,7.0
grimjim/Mistral-Starling-merge-trial1-7B,7.0
spmurrayzzz/Mistral-Syndicate-7B,7.0
Nitral-AI/Visual-LaylelemonMaidRP-7B,7.0
ibivibiv/aegolius-acadicus-30b,30.0
kodonho/SolarM-SakuraSolar-SLERP,
chatty123/mistral_rank32_dpo,
AA051610/A0106,
DenLabs/llama-3-7B-DenBot,7.0
bartowski/internlm2-chat-20b-llama,20.0
bardsai/jaskier-7b-dpo-v5.6,7.0
shadowml/WestBeagle-7B,7.0
adamo1139/Yi-34B-200K-HESOYAM-0905,34.0
abhishek/autotrain-llama3-no-robots,
MTSAIR/multi_verse_model,
mahiatlinux/MasherAI-v6.1-7B-checkpoint3-code4,7.0
Steelskull/L3-Arcania-4x8b,32.0
NeuralNovel/Neural-Llama-3,
Azure99/blossom-v5.1-34b,34.0
lole25/zephyr-7b-gpo-v6-i1,7.0
edor/Hermes-Platypus2-mini-7B,7.0
rombodawg/Leaderboard-killer-MoE_4x7b,28.0
wang7776/Mistral-7B-Instruct-v0.2-sparsity-30-v0.1,7.0
chargoddard/loyal-piano-m7-cdpo,
netcat420/MFANN3bv0.2,
Locutusque/NeuralHyperion-2.0-Mistral-7B,7.0
OpenBuddy/openbuddy-mistral-7b-v19.1-4k,7.0
NeverSleep/Llama-3-Lumimaid-70B-v0.1,70.0
shyamieee/Maverick-v1.0,
meta-llama/Meta-Llama-3-70B,70.0
abhishekchohan/mistral-7B-forest-merge,7.0
ConvexAI/BurningBruce-004,
MiniMoog/Mergerix-7b-v0.2,7.0
qblocks/mistral_7b_DolphinCoder,7.0
eren23/ogno-monarch-jaskier-merge-7b-OH-PREF-DPO,7.0
DUAL-GPO/phi-2-gpo-renew2-b0.001-i0,
juhwanlee/gemma-7B-alpaca-case-2-2,7.0
automerger/YamshadowExperiment28-7B,7.0
lex-hue/Delexa-Instruct-V0.1-7b,7.0
Delcos/Starling-LM-11B-alpha,11.0
Severian/ANIMA-Phi-Neptune-Mistral-LoRa,
DreadPoor/Chimera-7B-TIES,7.0
Expert68/llama2_13b_instructed_version2,13.0
maldv/electric-mist-7b,7.0
saishf/West-Maid-7B,7.0
Syed-Hasan-8503/Versatile-7B,7.0
scaledown/ScaleDown-7B-slerp-v0.1,7.0
0-hero/Matter-0.2-32B,32.0
jeiku/Lunar_10.7B,10.7
ibivibiv/llama-3-8b-instruct-alpaca-gpt-4,8.0
nnethercott/orca-open_hermes-llava-v1.5-7b-dpo,7.0
Gille/StrangeMerges_6-7B-dare_ties,7.0
abhinand/tamil-llama-13b-base-v0.1,13.0
allknowingroger/MistralQ-7B-slerp,7.0
CultriX/MistralTrixTest,
ChaoticNeutrals/Eris-Lelanacles-7b,7.0
bunnycore/Blackbird-Llama-3-8B,8.0
Yhyu13/LMCocktail-Mistral-7B-v1,7.0
ChaoticNeutrals/RPMix-4x7B-MoE,28.0
moreh/MoMo-70B-lora-1.8.6-DPO,70.0
cognitivecomputations/openchat-3.5-0106-laser,
AA051612/B0122,
aboros98/form1,
ResplendentAI/Flora_DPO_7B,7.0
jambroz/sixtyoneeighty-7b-dpo,7.0
CorticalStack/mistral-7b-distilabel-truthy-dpo,7.0
voidful/phi-1_5_base,
vishnukv/WestSeverusJaskier,
Yuma42/KangalKhan-Alpha-Emerald-7B-Fixed,7.0
AA051615/L0225,
BarraHome/Mistroll-7B-v2.2,7.0
yam-peleg/Experiment4-7B,7.0
922CA/Llama-3-monika-ddlc-11.5b-v1,11.5
FreedomIntelligence/AceGPT-7B,7.0
Gille/StrangeMerges_8-7B-slerp,7.0
G-reen/EXPERIMENT-DPO-m7b2-2-merged,7.0
duoqi/Nanbeige-16B-Base-Llama,16.0
macadeliccc/gemma-orchid-7b-dpo,7.0
CorticalStack/shadow-clown-7B-dare,7.0
Locutusque/Hercules-4.0-Mistral-v0.2-7B,7.0
Eric111/CatunaLaserPi,
NurtureAI/MistralLite-11B,11.0
yeontaek/llama-2-13B-ensemble-v6,13.0
core-3/kuno-dogwalker-7b,7.0
LeroyDyer/Mixtral_AI_Cyber_3.m2,
genaicore3434/Mistral-7b-instruct-v0.2-summ-sft-bf16-e1,7.0
OpenBuddy/openbuddy-deepseek-10b-v17.1-4k,10.0
Xenon1/Xenon-4,
jsfs11/MixtureofMerges-MoE-2x7bRP-v8,14.0
yam-peleg/Experiment24-7B,7.0
maywell/PiVoT-MoE,
jeonsworld/CarbonVillain-en-13B-v1,13.0
Nitral-AI/LNSM-RP-7B,7.0
codellama/CodeLlama-70b-hf,70.0
CultriX/Wernicke-7B-dpo,7.0
cloudyu/Mixtral_11Bx2_MoE_19B,19.0
ZhangShenao/0.0_zephyr_withdpo_4iters_bs128_5551lr_iter_4,
mahiatlinux/ShadowM7EXP-7B,7.0
Changgil/K2S3-Mistral-7b-v1.46,7.0
AiMavenAi/AiMaven-Prometheus,
ehartford/dolphin-2.2-70b,70.0
ChavyvAkvar/Cerebrum-RP,
jisukim8873/mistral-7B-alpaca-case-2-2,7.0
NousResearch/Hermes-2-Pro-Llama-3-8B,8.0
Test157t/Prima-LelantaclesV6-7b,7.0
splm/zephyr-7b-sft-full-spin-peft-iter1,7.0
xDAN-AI/xDAN_13b_l2_lora,13.0
aboros98/motans1,
automerger/Strangemerges_32Yamshadow-7B,7.0
Kquant03/CognitiveFusion-4x7B-bf16-MoE,28.0
TencentARC/Mistral_Pro_8B_v0.1,8.0
Gryphe/MythoMist-7b,7.0
AA051611/V0201,
ShenaoZ/0.0001_withdpo_4iters_bs256_511lr_iter_2,
H-D-T/Buzz-8b-Large-v0.5,8.0
jambroz/sixtyoneeighty-7b,7.0
elinas/Llama-3-15B-Instruct-zeroed,15.0
Inv/Konstanta-Alpha-V2-7B,7.0
YouKnowMee/Mistral-7b-instruct-v0.2-summ-dpo-ed2,7.0
Eric111/NeuralBeagleOpenChat,
Yuma42/KangalKhan-PrimordialSapphire-7B,7.0
shenzhi-wang/Llama3-8B-Chinese-Chat-v2-nightly,8.0
AlanRobotics/nanit_v2,
Orenguteng/Lexi-Llama-3-8B-Uncensored,8.0
Edgerunners/yi-9b-may-ortho-baukit-13fail-3000total-bf16,9.0
cookinai/Bald-Eagle-7B,7.0
cookinai/OpenCM-14,
deepseek-ai/deepseek-math-7b-instruct,7.0
openagi-project/OpenAGI-7B-v0.1,7.0
Kukedlc/NeuralMarioMonarch-7B-slerp,7.0
Yuma42/KangalKhan-Sapphire-7B,7.0
shanchen/llama3-8B-slerp-med-chinese,8.0
